,label,category,sim_bow,walks_bow,walks_skp,fingers_bow
159,wire-haired_fox_terrier,animal,"[('spaniel', 0.92), ('mastiff', 0.89), ('bulldog', 0.86), ('sheepdog', 0.85)]","[('poplar', 0.7), ('oyster', 0.64), ('catahoula', 0.64), ('spotted', 0.63)]","[('foxhound', 0.61), ('poplar', 0.6), ('coonhound', 0.59), ('spaniel', 0.58)]","[('striped', 0.73), ('hook', 0.73), ('chili', 0.69), ('barb', 0.69)]"
160,basset,animal,"[('spada', 0.86), ('porcini', 0.85), ('obscurus', 0.84), ('heerenveen', 0.84)]","[('stork', 0.7), ('pegs', 0.69), ('contrabass', 0.67), ('hopped', 0.67)]","[('contrabass', 0.64), ('piccolo', 0.64), ('adige', 0.62), ('courante', 0.62)]","[('opal', 0.71), ('timpani', 0.71), ('piezoelectric', 0.7), ('filo', 0.7)]"
161,water_buffalo,animal,"[('colorado', 0.79), ('minnesota', 0.78), ('detroit', 0.78), ('montana', 0.76)]","[('miami', 0.66), ('lansing', 0.66), ('springs', 0.65), ('memphis', 0.65)]","[('cincinnati', 0.69), ('oakland', 0.64), ('talladega', 0.64), ('willamette', 0.63)]","[('ridge', 0.68), ('oyster', 0.64), ('escarpment', 0.64), ('chili', 0.63)]"
162,American_black_bear,animal,"[('whale', 0.73), ('hamster', 0.72), ('bird', 0.7), ('leopard', 0.69)]","[('whales', 0.62), ('graze', 0.6), ('feed', 0.59), ('deer', 0.58)]","[('bears', 0.59), ('waist', 0.55), ('cages', 0.55), ('chicks', 0.55)]","[('reddish', 0.69), ('claws', 0.68), ('striped', 0.66), ('hook', 0.65)]"
163,Angora,animal,"[('sausages', 0.84), ('ketchup', 0.83), ('cinnamon', 0.82), ('pancakes', 0.82)]","[('cayenne', 0.74), ('poplar', 0.73), ('leaping', 0.7), ('walnut', 0.69)]","[('bushes', 0.69), ('cheeks', 0.68), ('palms', 0.66), ('crawfish', 0.66)]","[('cayenne', 0.73), ('seaweed', 0.73), ('roasted', 0.72), ('curd', 0.72)]"
164,bison,animal,"[('pygmy', 0.8), ('bonasus', 0.79), ('agouti', 0.78), ('ursus', 0.78)]","[('poplar', 0.67), ('sharks', 0.66), ('cetaceans', 0.66), ('outcrops', 0.65)]","[('shrubs', 0.63), ('bushes', 0.62), ('grasshoppers', 0.62), ('herons', 0.62)]","[('striped', 0.73), ('clays', 0.69), ('cones', 0.68), ('quartz', 0.67)]"
165,howler_monkey,animal,"[('muppet', 0.73), ('parrot', 0.7), ('crow', 0.7), ('ness', 0.69)]","[('chasing', 0.65), ('moonlight', 0.62), ('sled', 0.61), ('rides', 0.6)]","[('beanstalk', 0.6), ('sleepless', 0.58), ('stump', 0.57), ('scooby', 0.57)]","[('flashing', 0.71), ('hook', 0.7), ('shark', 0.68), ('sleeves', 0.66)]"
166,hippopotamus,animal,"[('mollusks', 0.87), ('walrus', 0.86), ('rhinoceros', 0.86), ('humpback', 0.86)]","[('bushes', 0.72), ('intruding', 0.71), ('weasels', 0.71), ('minke', 0.71)]","[('bushes', 0.74), ('grasshoppers', 0.7), ('otters', 0.7), ('leopards', 0.7)]","[('scallop', 0.75), ('sticky', 0.75), ('watery', 0.74), ('clays', 0.74)]"
167,chow,animal,"[('sia', 0.82), ('yeoh', 0.81), ('carne', 0.81), ('nomo', 0.81)]","[('snuck', 0.7), ('hopped', 0.7), ('weasels', 0.7), ('sneaks', 0.7)]","[('bathroom', 0.63), ('pumpkins', 0.62), ('rah', 0.62), ('synching', 0.62)]","[('padded', 0.75), ('curd', 0.74), ('sticky', 0.74), ('teflon', 0.74)]"
168,giant_panda,animal,"[('cat', 0.79), ('giant', 0.79), ('whale', 0.78), ('bird', 0.77)]","[('crab', 0.65), ('bee', 0.65), ('sled', 0.65), ('deer', 0.64)]","[('bats', 0.59), ('flea', 0.58), ('coyote', 0.56), ('pandas', 0.56)]","[('crab', 0.72), ('shark', 0.71), ('striped', 0.7), ('sticky', 0.69)]"
169,American_Staffordshire_terrier,animal,"[('spaniel', 0.92), ('mastiff', 0.89), ('bulldog', 0.86), ('sheepdog', 0.85)]","[('poplar', 0.7), ('oyster', 0.64), ('catahoula', 0.64), ('spotted', 0.63)]","[('foxhound', 0.61), ('poplar', 0.6), ('coonhound', 0.59), ('spaniel', 0.58)]","[('striped', 0.73), ('hook', 0.73), ('chili', 0.69), ('barb', 0.69)]"
170,Shetland_sheepdog,animal,"[('mastiff', 0.94), ('pinscher', 0.93), ('spaniel', 0.93), ('catahoula', 0.93)]","[('weasels', 0.73), ('sprouts', 0.72), ('catahoula', 0.71), ('butts', 0.71)]","[('picardy', 0.66), ('ermine', 0.65), ('coonhound', 0.65), ('wirehaired', 0.65)]","[('striped', 0.74), ('opal', 0.73), ('wavy', 0.73), ('kimchi', 0.72)]"
171,Great_Pyrenees,animal,"[('alps', 0.84), ('rhine', 0.82), ('adriatic', 0.82), ('caucasus', 0.81)]","[('empties', 0.71), ('slopes', 0.69), ('flows', 0.68), ('stretches', 0.68)]","[('foothills', 0.68), ('stretches', 0.66), ('confluence', 0.66), ('apennines', 0.66)]","[('trenches', 0.74), ('slopes', 0.73), ('ridges', 0.72), ('northward', 0.71)]"
172,Chihuahua,animal,"[('ciudad', 0.87), ('valle', 0.86), ('monterrey', 0.86), ('veracruz', 0.85)]","[('walvis', 0.71), ('zuid', 0.7), ('woensel', 0.69), ('monterrey', 0.69)]","[('monterrey', 0.72), ('jalisco', 0.7), ('guadalajara', 0.7), ('canc', 0.7)]","[('walvis', 0.7), ('fjord', 0.68), ('transports', 0.67), ('cayenne', 0.67)]"
173,tabby,animal,"[('tamarind', 0.86), ('rerio', 0.85), ('wonton', 0.85), ('redcedar', 0.84)]","[('smeared', 0.72), ('knobs', 0.7), ('hooking', 0.7), ('hopped', 0.7)]","[('shuffles', 0.74), ('cages', 0.73), ('tumbling', 0.72), ('hatching', 0.71)]","[('fluke', 0.75), ('corkscrew', 0.74), ('bevel', 0.74), ('scallop', 0.74)]"
174,marmoset,animal,"[('callithrix', 0.99), ('mico', 0.98), ('saguinus', 0.93), ('tamarin', 0.93)]","[('tufted', 0.69), ('cayenne', 0.69), ('butts', 0.69), ('walnut', 0.68)]","[('pigweed', 0.7), ('artichokes', 0.69), ('grasshoppers', 0.68), ('phocoena', 0.68)]","[('striped', 0.73), ('sticky', 0.72), ('padded', 0.71), ('burner', 0.71)]"
175,Labrador_retriever,animal,"[('grosbeak', 0.92), ('catahoula', 0.91), ('sheepdog', 0.9), ('cur', 0.9)]","[('weasels', 0.73), ('poplar', 0.73), ('cayenne', 0.72), ('stork', 0.72)]","[('pinus', 0.69), ('artichokes', 0.68), ('ermine', 0.68), ('luge', 0.68)]","[('spiny', 0.76), ('opal', 0.76), ('teflon', 0.75), ('wavy', 0.74)]"
176,Saint_Bernard,animal,"[('geoffrey', 0.86), ('denis', 0.86), ('bruno', 0.86), ('hugh', 0.85)]","[('loren', 0.64), ('denis', 0.64), ('anthony', 0.63), ('barbara', 0.62)]","[('jerome', 0.57), ('laurence', 0.55), ('leicester', 0.55), ('ouen', 0.53)]","[('barth', 0.62), ('sumner', 0.61), ('capt', 0.59), ('geezer', 0.59)]"
177,armadillo,animal,"[('cuttlefish', 0.74), ('squid', 0.72), ('bites', 0.71), ('insect', 0.69)]","[('leaping', 0.66), ('piled', 0.65), ('sucked', 0.65), ('digging', 0.65)]","[('cages', 0.74), ('bushes', 0.72), ('congregate', 0.7), ('backcountry', 0.69)]","[('sticky', 0.76), ('fins', 0.7), ('padded', 0.7), ('lining', 0.69)]"
178,Samoyed,animal,"[('cuttlefish', 0.74), ('squid', 0.72), ('bites', 0.71), ('insect', 0.69)]","[('leaping', 0.66), ('piled', 0.65), ('sucked', 0.65), ('digging', 0.65)]","[('cages', 0.74), ('bushes', 0.72), ('congregate', 0.7), ('backcountry', 0.69)]","[('sticky', 0.76), ('fins', 0.7), ('padded', 0.7), ('lining', 0.69)]"
179,bluetick,animal,"[('cuttlefish', 0.74), ('squid', 0.72), ('bites', 0.71), ('insect', 0.69)]","[('leaping', 0.66), ('piled', 0.65), ('sucked', 0.65), ('digging', 0.65)]","[('cages', 0.74), ('bushes', 0.72), ('congregate', 0.7), ('backcountry', 0.69)]","[('sticky', 0.76), ('fins', 0.7), ('padded', 0.7), ('lining', 0.69)]"
180,redbone,animal,"[('cuttlefish', 0.74), ('squid', 0.72), ('bites', 0.71), ('insect', 0.69)]","[('leaping', 0.66), ('piled', 0.65), ('sucked', 0.65), ('digging', 0.65)]","[('cages', 0.74), ('bushes', 0.72), ('congregate', 0.7), ('backcountry', 0.69)]","[('sticky', 0.76), ('fins', 0.7), ('padded', 0.7), ('lining', 0.69)]"
181,polecat,animal,"[('cuttlefish', 0.74), ('squid', 0.72), ('bites', 0.71), ('insect', 0.69)]","[('leaping', 0.66), ('piled', 0.65), ('sucked', 0.65), ('digging', 0.65)]","[('cages', 0.74), ('bushes', 0.72), ('congregate', 0.7), ('backcountry', 0.69)]","[('sticky', 0.76), ('fins', 0.7), ('padded', 0.7), ('lining', 0.69)]"
182,marmot,animal,"[('cuttlefish', 0.74), ('squid', 0.72), ('bites', 0.71), ('insect', 0.69)]","[('leaping', 0.66), ('piled', 0.65), ('sucked', 0.65), ('digging', 0.65)]","[('cages', 0.74), ('bushes', 0.72), ('congregate', 0.7), ('backcountry', 0.69)]","[('sticky', 0.76), ('fins', 0.7), ('padded', 0.7), ('lining', 0.69)]"
183,kelpie,animal,"[('cuttlefish', 0.74), ('squid', 0.72), ('bites', 0.71), ('insect', 0.69)]","[('leaping', 0.66), ('piled', 0.65), ('sucked', 0.65), ('digging', 0.65)]","[('cages', 0.74), ('bushes', 0.72), ('congregate', 0.7), ('backcountry', 0.69)]","[('sticky', 0.76), ('fins', 0.7), ('padded', 0.7), ('lining', 0.69)]"
184,gibbon,animal,"[('spenser', 0.74), ('lear', 0.71), ('creasy', 0.69), ('pym', 0.69)]","[('hobsbawm', 0.59), ('emeric', 0.58), ('whispered', 0.56), ('arlen', 0.56)]","[('obscurity', 0.61), ('tristram', 0.55), ('dubliners', 0.55), ('belated', 0.55)]","[('emeric', 0.58), ('vane', 0.56), ('grunting', 0.56), ('hewn', 0.55)]"
185,llama,animal,"[('guanaco', 0.78), ('panda', 0.72), ('alpaca', 0.71), ('vicuna', 0.7)]","[('goats', 0.63), ('termites', 0.62), ('litter', 0.61), ('rats', 0.61)]","[('chicks', 0.63), ('cats', 0.6), ('cages', 0.6), ('coursing', 0.59)]","[('sticky', 0.72), ('claws', 0.69), ('reddish', 0.69), ('violet', 0.68)]"
186,miniature_pinscher,animal,"[('sheepdog', 0.93), ('mastiff', 0.91), ('spaniel', 0.91), ('catahoula', 0.89)]","[('weasels', 0.7), ('butts', 0.69), ('kattegat', 0.68), ('daiko', 0.68)]","[('wirehaired', 0.68), ('luge', 0.68), ('shakuhachi', 0.66), ('foxhound', 0.66)]","[('opal', 0.71), ('wirehaired', 0.71), ('striped', 0.7), ('wavy', 0.7)]"
187,wood_rabbit,animal,"[('mandy', 0.79), ('slayer', 0.78), ('blonde', 0.77), ('crazy', 0.77)]","[('shoots', 0.72), ('walking', 0.69), ('chasing', 0.69), ('rides', 0.69)]","[('chicks', 0.65), ('beanstalk', 0.63), ('sideline', 0.63), ('cages', 0.62)]","[('padded', 0.76), ('flashing', 0.76), ('hook', 0.75), ('gently', 0.72)]"
188,Italian_greyhound,animal,"[('pizza', 0.77), ('dessert', 0.73), ('dish', 0.71), ('dachshund', 0.71)]","[('bars', 0.68), ('nightclubs', 0.66), ('pizza', 0.64), ('racers', 0.64)]","[('cages', 0.67), ('hiking', 0.66), ('skiers', 0.63), ('backcountry', 0.63)]","[('skis', 0.69), ('hook', 0.69), ('kites', 0.69), ('pizza', 0.68)]"
189,lion,animal,"[('keeper', 0.79), ('mighty', 0.79), ('lily', 0.78), ('serpent', 0.76)]","[('chasing', 0.68), ('rushes', 0.66), ('wolves', 0.64), ('tears', 0.64)]","[('rides', 0.59), ('wreath', 0.58), ('waist', 0.58), ('bullseye', 0.58)]","[('purple', 0.72), ('claw', 0.71), ('hook', 0.7), ('shark', 0.69)]"
190,cocker_spaniel,animal,"[('mastiff', 0.94), ('sheepdog', 0.93), ('terrier', 0.92), ('pinscher', 0.91)]","[('catahoula', 0.69), ('weasels', 0.68), ('poplar', 0.68), ('sprouts', 0.67)]","[('coonhound', 0.66), ('wirehaired', 0.65), ('grrm', 0.64), ('foxhound', 0.64)]","[('wirehaired', 0.72), ('hook', 0.72), ('striped', 0.71), ('pinscher', 0.71)]"
191,Irish_setter,animal,"[('pinscher', 0.87), ('sheepdog', 0.87), ('cur', 0.86), ('wirehaired', 0.86)]","[('knobs', 0.68), ('cayenne', 0.68), ('taps', 0.67), ('weasels', 0.67)]","[('shakuhachi', 0.62), ('tsk', 0.62), ('coonhound', 0.62), ('ermine', 0.61)]","[('fluke', 0.71), ('paddles', 0.71), ('opal', 0.71), ('wavy', 0.71)]"
192,dugong,animal,"[('porpoise', 0.94), ('mycerobas', 0.92), ('oncifelis', 0.92), ('tapir', 0.91)]","[('smeared', 0.75), ('combed', 0.75), ('stork', 0.75), ('weasels', 0.74)]","[('odontoceti', 0.73), ('grasshoppers', 0.72), ('porpoises', 0.71), ('bushes', 0.71)]","[('scallop', 0.77), ('teflon', 0.77), ('eutectic', 0.76), ('bulbous', 0.75)]"
193,Indian_elephant,animal,"[('giraffe', 0.71), ('orca', 0.7), ('tusks', 0.7), ('bird', 0.68)]","[('tusks', 0.63), ('deer', 0.6), ('whales', 0.6), ('walking', 0.59)]","[('feeding', 0.61), ('giraffe', 0.59), ('cages', 0.58), ('chicks', 0.57)]","[('elongated', 0.66), ('grass', 0.65), ('thick', 0.65), ('tail', 0.64)]"
194,beaver,animal,"[('eel', 0.72), ('crab', 0.72), ('maple', 0.72), ('pine', 0.72)]","[('poplar', 0.69), ('quarry', 0.68), ('hiking', 0.66), ('trails', 0.66)]","[('willamette', 0.69), ('hiking', 0.66), ('camping', 0.66), ('cages', 0.65)]","[('clays', 0.69), ('gravel', 0.69), ('trough', 0.68), ('grassy', 0.68)]"
195,Sussex_spaniel,animal,"[('mastiff', 0.94), ('sheepdog', 0.93), ('terrier', 0.92), ('pinscher', 0.91)]","[('catahoula', 0.69), ('weasels', 0.68), ('poplar', 0.68), ('sprouts', 0.67)]","[('coonhound', 0.66), ('wirehaired', 0.65), ('grrm', 0.64), ('foxhound', 0.64)]","[('wirehaired', 0.72), ('hook', 0.72), ('striped', 0.71), ('pinscher', 0.71)]"
196,Pembroke,animal,"[('racine', 0.82), ('stonyhurst', 0.81), ('somerville', 0.81), ('notre', 0.8)]","[('claremont', 0.69), ('rochdale', 0.66), ('willamette', 0.66), ('racine', 0.65)]","[('leicester', 0.69), ('eastbourne', 0.69), ('stoke', 0.68), ('torquay', 0.67)]","[('daiko', 0.68), ('snowboarding', 0.66), ('kettle', 0.65), ('pectoral', 0.65)]"
197,Blenheim_spaniel,animal,"[('mastiff', 0.94), ('sheepdog', 0.93), ('terrier', 0.92), ('pinscher', 0.91)]","[('catahoula', 0.69), ('weasels', 0.68), ('poplar', 0.68), ('sprouts', 0.67)]","[('coonhound', 0.66), ('wirehaired', 0.65), ('grrm', 0.64), ('foxhound', 0.64)]","[('wirehaired', 0.72), ('hook', 0.72), ('striped', 0.71), ('pinscher', 0.71)]"
198,Madagascar_cat,animal,"[('dog', 0.82), ('panda', 0.79), ('goat', 0.77), ('hamster', 0.77)]","[('bee', 0.68), ('chopped', 0.66), ('chicken', 0.65), ('sled', 0.65)]","[('cats', 0.57), ('piste', 0.57), ('chicks', 0.56), ('daisies', 0.56)]","[('hook', 0.74), ('sticky', 0.72), ('tail', 0.71), ('abalone', 0.71)]"
199,Rhodesian_ridgeback,animal,"[('dog', 0.82), ('panda', 0.79), ('goat', 0.77), ('hamster', 0.77)]","[('bee', 0.68), ('chopped', 0.66), ('chicken', 0.65), ('sled', 0.65)]","[('cats', 0.57), ('piste', 0.57), ('chicks', 0.56), ('daisies', 0.56)]","[('hook', 0.74), ('sticky', 0.72), ('tail', 0.71), ('abalone', 0.71)]"
200,lynx,animal,"[('leopard', 0.69), ('dachshund', 0.67), ('catfish', 0.66), ('turtle', 0.66)]","[('oyster', 0.62), ('poplar', 0.62), ('cayenne', 0.61), ('palm', 0.61)]","[('falcons', 0.56), ('cages', 0.55), ('pong', 0.54), ('anfield', 0.54)]","[('cymbal', 0.66), ('chili', 0.66), ('jagged', 0.65), ('jaguar', 0.65)]"
201,African_hunting_dog,animal,"[('cat', 0.82), ('hound', 0.79), ('ass', 0.76), ('panda', 0.76)]","[('bee', 0.66), ('sled', 0.66), ('rides', 0.64), ('leaping', 0.63)]","[('sled', 0.61), ('chicks', 0.61), ('cages', 0.59), ('daisies', 0.58)]","[('hook', 0.73), ('crab', 0.68), ('flashing', 0.68), ('padded', 0.68)]"
202,langur,animal,"[('cat', 0.82), ('hound', 0.79), ('ass', 0.76), ('panda', 0.76)]","[('bee', 0.66), ('sled', 0.66), ('rides', 0.64), ('leaping', 0.63)]","[('sled', 0.61), ('chicks', 0.61), ('cages', 0.59), ('daisies', 0.58)]","[('hook', 0.73), ('crab', 0.68), ('flashing', 0.68), ('padded', 0.68)]"
203,Ibizan_hound,animal,"[('dog', 0.79), ('leopard', 0.79), ('sheepdog', 0.78), ('terrier', 0.78)]","[('sled', 0.66), ('cactus', 0.65), ('humpback', 0.64), ('deer', 0.64)]","[('raft', 0.59), ('blossoms', 0.58), ('hairless', 0.58), ('shrew', 0.58)]","[('striped', 0.72), ('crab', 0.68), ('hook', 0.68), ('claw', 0.67)]"
204,timber_wolf,animal,"[('eyed', 0.81), ('lion', 0.76), ('pink', 0.75), ('rabbit', 0.74)]","[('chasing', 0.65), ('pink', 0.65), ('sled', 0.63), ('sneaks', 0.62)]","[('bullseye', 0.55), ('kicker', 0.54), ('tattooed', 0.54), ('blossoms', 0.54)]","[('purple', 0.72), ('shark', 0.72), ('pink', 0.72), ('hook', 0.72)]"
205,cheetah,animal,"[('coonhound', 0.86), ('porpoise', 0.85), ('tapir', 0.85), ('mycerobas', 0.85)]","[('smeared', 0.73), ('hopped', 0.73), ('crevasses', 0.71), ('weasels', 0.71)]","[('bushes', 0.67), ('feeders', 0.66), ('vultures', 0.66), ('odontoceti', 0.66)]","[('spiny', 0.74), ('teflon', 0.74), ('corkscrew', 0.74), ('opal', 0.74)]"
206,English_foxhound,animal,"[('bobtail', 0.86), ('coonhound', 0.85), ('sheepdog', 0.84), ('chantilly', 0.84)]","[('butts', 0.7), ('subs', 0.7), ('snuck', 0.69), ('flyers', 0.68)]","[('kickers', 0.66), ('fillets', 0.66), ('bikers', 0.65), ('backcountry', 0.65)]","[('striped', 0.72), ('mahogany', 0.71), ('corkscrew', 0.7), ('jagged', 0.7)]"
207,briard,animal,"[('bobtail', 0.86), ('coonhound', 0.85), ('sheepdog', 0.84), ('chantilly', 0.84)]","[('butts', 0.7), ('subs', 0.7), ('snuck', 0.69), ('flyers', 0.68)]","[('kickers', 0.66), ('fillets', 0.66), ('bikers', 0.65), ('backcountry', 0.65)]","[('striped', 0.72), ('mahogany', 0.71), ('corkscrew', 0.7), ('jagged', 0.7)]"
208,sloth_bear,animal,"[('whale', 0.73), ('hamster', 0.72), ('bird', 0.7), ('leopard', 0.69)]","[('whales', 0.62), ('graze', 0.6), ('feed', 0.59), ('deer', 0.58)]","[('bears', 0.59), ('waist', 0.55), ('cages', 0.55), ('chicks', 0.55)]","[('reddish', 0.69), ('claws', 0.68), ('striped', 0.66), ('hook', 0.65)]"
209,Border_terrier,animal,"[('spaniel', 0.92), ('mastiff', 0.89), ('bulldog', 0.86), ('sheepdog', 0.85)]","[('poplar', 0.7), ('oyster', 0.64), ('catahoula', 0.64), ('spotted', 0.63)]","[('foxhound', 0.61), ('poplar', 0.6), ('coonhound', 0.59), ('spaniel', 0.58)]","[('striped', 0.73), ('hook', 0.73), ('chili', 0.69), ('barb', 0.69)]"
210,German_shepherd,animal,"[('spaniel', 0.76), ('hound', 0.75), ('bulldog', 0.74), ('sutherland', 0.74)]","[('rosemary', 0.61), ('plummer', 0.6), ('nesbitt', 0.59), ('cecilia', 0.59)]","[('bethel', 0.58), ('stockyards', 0.58), ('nightingale', 0.56), ('howl', 0.56)]","[('hook', 0.69), ('striped', 0.66), ('bulldog', 0.64), ('breeches', 0.63)]"
211,otter,animal,"[('mink', 0.81), ('grosbeak', 0.81), ('iapetus', 0.81), ('balaenoptera', 0.8)]","[('weasels', 0.67), ('willamette', 0.67), ('butts', 0.67), ('solway', 0.66)]","[('willamette', 0.66), ('antelope', 0.64), ('herons', 0.63), ('grasshoppers', 0.62)]","[('teflon', 0.72), ('steaming', 0.71), ('opal', 0.71), ('pectoral', 0.7)]"
212,koala,animal,"[('moose', 0.81), ('kangaroo', 0.79), ('toothed', 0.78), ('leopard', 0.77)]","[('poplar', 0.66), ('whales', 0.66), ('pubic', 0.65), ('minke', 0.64)]","[('bushes', 0.67), ('cages', 0.66), ('palms', 0.64), ('snowboarding', 0.64)]","[('sticky', 0.73), ('pubic', 0.72), ('gravel', 0.72), ('thick', 0.72)]"
213,tusker,animal,"[('moose', 0.81), ('kangaroo', 0.79), ('toothed', 0.78), ('leopard', 0.77)]","[('poplar', 0.66), ('whales', 0.66), ('pubic', 0.65), ('minke', 0.64)]","[('bushes', 0.67), ('cages', 0.66), ('palms', 0.64), ('snowboarding', 0.64)]","[('sticky', 0.73), ('pubic', 0.72), ('gravel', 0.72), ('thick', 0.72)]"
214,echidna,animal,"[('woolly', 0.75), ('globicephala', 0.74), ('alliaceae', 0.73), ('zaglossus', 0.73)]","[('poplar', 0.65), ('drilled', 0.63), ('crammed', 0.62), ('boardwalk', 0.62)]","[('grasshoppers', 0.64), ('arachnoid', 0.64), ('odontoceti', 0.64), ('backpacking', 0.62)]","[('whitish', 0.67), ('padded', 0.67), ('grunting', 0.67), ('inlets', 0.67)]"
215,wallaby,animal,"[('hyacinth', 0.87), ('graveolens', 0.87), ('ergotamine', 0.87), ('lith', 0.87)]","[('knobs', 0.75), ('stork', 0.75), ('smeared', 0.75), ('hopped', 0.74)]","[('bikers', 0.76), ('piste', 0.76), ('shuffles', 0.76), ('crammed', 0.76)]","[('grunting', 0.8), ('scallop', 0.77), ('padded', 0.77), ('cushioned', 0.76)]"
216,platypus,animal,"[('asinus', 0.83), ('vaccinium', 0.82), ('anteaters', 0.82), ('solanaceae', 0.82)]","[('scaly', 0.7), ('sessile', 0.69), ('termites', 0.68), ('drones', 0.68)]","[('odontoceti', 0.7), ('bushes', 0.69), ('tapirs', 0.68), ('guppies', 0.68)]","[('watery', 0.76), ('scaly', 0.74), ('striated', 0.73), ('clays', 0.73)]"
217,wombat,object,"[('creme', 0.86), ('feresa', 0.85), ('chayefsky', 0.85), ('mycerobas', 0.85)]","[('butts', 0.74), ('wakko', 0.73), ('weasels', 0.72), ('snuck', 0.71)]","[('oprah', 0.68), ('toms', 0.67), ('winfrey', 0.66), ('grasshoppers', 0.66)]","[('teflon', 0.76), ('scallop', 0.76), ('lengthwise', 0.76), ('flick', 0.75)]"
218,revolver,object,"[('trainer', 0.75), ('pistol', 0.75), ('browning', 0.74), ('jumbo', 0.74)]","[('blows', 0.68), ('pulls', 0.67), ('grabs', 0.67), ('wrecks', 0.67)]","[('outs', 0.7), ('shots', 0.69), ('slipped', 0.67), ('backhand', 0.66)]","[('padded', 0.72), ('propeller', 0.71), ('turret', 0.71), ('projectile', 0.7)]"
219,umbrella,object,"[('oxymoron', 0.67), ('anachronism', 0.67), ('offshoot', 0.64), ('electrician', 0.62)]","[('ducts', 0.53), ('impromptu', 0.52), ('airfoil', 0.52), ('oscillating', 0.5)]","[('raves', 0.57), ('ifs', 0.57), ('spotlight', 0.56), ('picnics', 0.56)]","[('insulator', 0.62), ('inverted', 0.61), ('oscillating', 0.61), ('adhesive', 0.59)]"
220,schooner,object,"[('aoe', 0.84), ('minesweeper', 0.82), ('lhd', 0.79), ('werke', 0.79)]","[('cayenne', 0.68), ('exits', 0.68), ('boardwalk', 0.68), ('taguatinga', 0.67)]","[('bikers', 0.71), ('southbound', 0.71), ('armadale', 0.7), ('talladega', 0.7)]","[('transports', 0.73), ('propellers', 0.72), ('fuze', 0.71), ('paddles', 0.71)]"
221,soccer_ball,object,"[('football', 0.81), ('basketball', 0.77), ('bowling', 0.77), ('tennis', 0.77)]","[('kicking', 0.78), ('bowling', 0.72), ('kicker', 0.68), ('tennis', 0.67)]","[('kicker', 0.77), ('kicking', 0.76), ('football', 0.75), ('softball', 0.74)]","[('kicking', 0.74), ('bowling', 0.72), ('kick', 0.71), ('puck', 0.7)]"
222,accordion,object,"[('saxophone', 0.82), ('trombone', 0.82), ('continuo', 0.81), ('celesta', 0.8)]","[('fingerboard', 0.71), ('treble', 0.7), ('pegs', 0.69), ('slap', 0.68)]","[('treble', 0.69), ('pegs', 0.67), ('clef', 0.67), ('pitches', 0.67)]","[('pedal', 0.78), ('resonator', 0.76), ('fretboard', 0.76), ('tremolo', 0.75)]"
223,ant,object,"[('gal', 0.7), ('animalia', 0.69), ('mor', 0.69), ('ol', 0.68)]","[('poplar', 0.62), ('odontoceti', 0.59), ('cactus', 0.59), ('flies', 0.58)]","[('sierras', 0.53), ('wasp', 0.52), ('falconiformes', 0.52), ('tortugas', 0.51)]","[('cones', 0.71), ('fin', 0.69), ('tiling', 0.68), ('spp', 0.68)]"
224,starfish,object,"[('milkshake', 0.84), ('kumquat', 0.83), ('opal', 0.83), ('thermoplastic', 0.83)]","[('relaxes', 0.7), ('puddle', 0.7), ('stork', 0.7), ('butts', 0.69)]","[('bushes', 0.73), ('sucking', 0.71), ('cages', 0.71), ('daisies', 0.7)]","[('opal', 0.75), ('timpani', 0.74), ('scallop', 0.74), ('teflon', 0.74)]"
225,chambered_nautilus,object,"[('scimitar', 0.76), ('asroc', 0.75), ('launchers', 0.73), ('gau', 0.73)]","[('turntables', 0.73), ('aft', 0.73), ('actuators', 0.73), ('cranes', 0.72)]","[('specs', 0.78), ('crosswise', 0.78), ('closeup', 0.78), ('bevel', 0.78)]","[('launchers', 0.79), ('glazed', 0.78), ('pickup', 0.76), ('bevel', 0.76)]"
226,grand_piano,object,"[('orchestra', 0.73), ('violin', 0.7), ('quartet', 0.7), ('symphony', 0.68)]","[('orchestra', 0.65), ('violin', 0.64), ('sonatas', 0.63), ('quartet', 0.63)]","[('trios', 0.69), ('concertos', 0.69), ('recitals', 0.69), ('symphonies', 0.66)]","[('treble', 0.66), ('saxophone', 0.64), ('banjo', 0.64), ('violin', 0.64)]"
227,laptop,object,"[('portable', 0.84), ('workstations', 0.83), ('risc', 0.82), ('usb', 0.81)]","[('joysticks', 0.69), ('nonstop', 0.68), ('pdas', 0.67), ('recorders', 0.66)]","[('ttl', 0.7), ('tvs', 0.69), ('camcorders', 0.69), ('joysticks', 0.68)]","[('joysticks', 0.74), ('amplifiers', 0.73), ('recorder', 0.72), ('rotary', 0.71)]"
228,strawberry,object,"[('walnut', 0.83), ('parsley', 0.83), ('chestnut', 0.82), ('eared', 0.82)]","[('poplar', 0.71), ('cayenne', 0.67), ('bushes', 0.67), ('willamette', 0.67)]","[('willamette', 0.64), ('tees', 0.63), ('pumpkins', 0.63), ('hula', 0.63)]","[('sticky', 0.73), ('padded', 0.72), ('timpani', 0.72), ('straps', 0.71)]"
